param_name,level,actual_value,sharpe,annual_return,max_drawdown,relative_sharpe,mc_survival_rate
step_low,0.0,0.2,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.18
step_low,0.05,0.21000000000000002,1.21543238126139,0.15717781893745797,0.07468597409272969,0.3989920698512266,0.18
step_low,0.1,0.22000000000000003,1.2132151368138449,0.1575320196381116,0.07591396553534707,0.39677482540368136,0.2
step_low,0.15,0.22999999999999998,1.200709880837037,0.15688092306522727,0.080518995945662,0.3842695694268734,0.2
step_high,-0.15,0.2975,1.1497072138999533,0.14618614184931178,0.11189987687167086,0.33326690248978985,0.16
step_high,-0.1,0.315,1.1866909510193946,0.15231665433025587,0.11400849697944478,0.3702506396092311,0.16
step_high,-0.05,0.33249999999999996,1.2152935590909817,0.15529769005252492,0.08064010828682473,0.3988532476808182,0.18
step_high,0.0,0.35,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.2
step_high,0.05,0.3675,1.202812475941119,0.15580703028358078,0.07917655366185117,0.38637216453095546,0.22
step_high,0.1,0.385,1.2148812606207064,0.15811379692551086,0.08039542065200825,0.39844094921054296,0.22
step_high,0.15,0.40249999999999997,1.2103695441298856,0.15798527492509074,0.08216001850129422,0.39392923271972213,0.22
max_def,-0.15,0.8075,1.2181118680871328,0.15856480928459593,0.08013563237351541,0.4016715566769693,0.22
max_def,-0.1,0.855,1.2193761841997193,0.15821403815989998,0.07837236902297243,0.4029358727895558,0.2
max_def,-0.05,0.9025,1.2094598522139115,0.1562743955402286,0.07565995986681526,0.393019540803748,0.2
max_def,0.0,0.95,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.2
max_def,0.05,0.99,1.2146484134648694,0.1560598550072152,0.0779170850834027,0.3982081020547059,0.2
max_def,0.1,0.99,1.2146484134648694,0.1560598550072152,0.0779170850834027,0.3982081020547059,0.2
max_def,0.15,0.99,1.2146484134648694,0.1560598550072152,0.0779170850834027,0.3982081020547059,0.2
rebalance_threshold,-0.15,0.059500000000000004,1.212015444227064,0.1561654652865656,0.07814167275548807,0.3955751328169006,0.2
rebalance_threshold,-0.1,0.06300000000000001,1.213734472480709,0.1563147114848491,0.07583734245319906,0.3972941610705456,0.2
rebalance_threshold,-0.05,0.0665,1.2157581444332395,0.1565612223730828,0.07583734245319906,0.399317833023076,0.2
rebalance_threshold,0.0,0.07,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.2
rebalance_threshold,0.05,0.07350000000000001,1.2084732019172293,0.15571082503844402,0.07583734245319906,0.3920328905070658,0.2
rebalance_threshold,0.1,0.07700000000000001,1.2038725430646415,0.15500438273221584,0.07587005290429788,0.38743223165447804,0.2
rebalance_threshold,0.15,0.0805,1.2059187413040853,0.15532082229045785,0.07583734245319906,0.3894784298939218,0.2
stop_loss,-0.15,0.068,1.1394238217633281,0.14633684613526166,0.10156549900701535,0.32298351035316464,0.18
stop_loss,-0.1,0.07200000000000001,1.1772356899677239,0.15034395473859896,0.07583734245319906,0.3607953785575604,0.24
stop_loss,-0.05,0.076,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.24
stop_loss,0.0,0.08,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.36
stop_loss,0.05,0.084,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.24
stop_loss,0.1,0.08800000000000001,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.34
stop_loss,0.15,0.092,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.32
top_n,1.0,1.0,0.8655610094134335,0.11245713804096424,0.1488720538533186,0.049120698003270014,0.18
