mom_w,vol_w,invvol_w,sharpe,ann_ret,dd,ann_vol,calmar,win_rate,def_weeks
1.0,0.9,6,0.9539611359183696,11.31867365075867,18.392574697060223,9.060975759820652,0.6153936486427749,59.355828220858896,251
1.0,0.9,8,1.1216310640193792,13.047629108886195,10.568939842051236,9.084261197103057,1.2345258184716745,60.42944785276073,177
1.0,0.9,10,1.1349760211244728,13.26124055775091,10.155299276460235,9.149385500469421,1.3058443869291159,60.42944785276073,173
1.0,0.9,12,1.169149643087184,13.683145422995914,8.54964389552202,9.204645790570808,1.6004345432635652,60.582822085889575,167
1.0,0.95,4,0.9690836918291653,11.307183254254728,17.052127232626273,8.893445522544997,0.6630951728192834,58.58895705521472,224
1.0,0.95,6,0.9589690808167902,11.36801755231216,18.392574697060244,9.059858756455954,0.6180764650709373,59.50920245398773,251
1.0,0.95,8,1.1120173710233052,12.932774899189802,10.568939842051291,9.070018566703723,1.2236586727207373,60.2760736196319,177
1.0,0.95,10,1.1116923506833971,12.979803967394421,10.15529927646025,9.113796165234236,1.2781311130319228,60.2760736196319,173
1.0,0.95,12,1.1469752721131241,13.412899331777206,8.54964389552201,9.172001454553468,1.5688254967908537,60.42944785276073,167
1.0,1.0,4,0.9690376424432182,11.290988696336314,17.052127232626273,8.877274026568552,0.6621454638652341,58.282208588957054,224
1.0,1.0,6,0.9618669525245084,11.37834835279996,18.392574697060244,9.040307476126875,0.6186381482859279,59.20245398773007,251
1.0,1.0,8,1.1111821112935407,12.935831769407402,10.568939842051291,9.079884439719953,1.223947904210677,59.96932515337423,177
1.0,1.0,10,1.112344233465458,12.992751362901966,10.15529927646025,9.118935809217922,1.2794060528594036,59.96932515337423,173
1.0,1.0,12,1.147080896934804,13.307936949124954,8.54964389552201,9.08352618463072,1.5565486834013245,60.122699386503065,167
1.0,1.05,4,1.2235688223734595,13.261387232984468,9.903199257678066,8.435849633981803,1.3391013235144955,59.355828220858896,162
1.0,1.05,6,1.164397253151683,12.949527910515357,11.15779723567421,8.64208886089399,1.1605810391600007,59.04907975460123,183
1.0,1.05,8,1.1849119781992838,13.302109881012282,10.760481833161903,8.76461070073587,1.2362002080629446,59.8159509202454,171
1.0,1.05,10,1.273252740411347,14.278639617715871,7.83980077431584,8.83704004783721,1.8213013351684224,59.96932515337423,158
1.0,1.05,12,1.3013661516680277,14.512727572609506,7.7057948444424085,8.801485265061741,1.8833524465132123,59.96932515337423,158
1.0,1.1,4,1.2208914619050348,13.234665942330558,9.903199257678066,8.434911769060669,1.3364030752051734,59.20245398773007,162
1.0,1.1,6,1.161349484942573,12.917520022893015,11.15779723567421,8.64016465314825,1.1577123826549331,58.895705521472394,183
1.0,1.1,8,1.1794428397724985,13.243131602800151,10.760481833161903,8.760712701513086,1.2307192008806855,59.66257668711656,171
1.0,1.1,10,1.2694562887235061,14.237120630589505,7.83980077431584,8.834600965091594,1.816005411417096,59.8159509202454,158
1.0,1.1,12,1.295874489707005,14.452746046213916,7.705794844442352,8.798012815592463,1.8755684959141712,59.8159509202454,158
