ts_code,trade_date,fd_share,fund_type,market
518880.SH,20130718,120848.64,,SH
518880.SH,20130724,45634.0847,,SH
518880.SH,20130726,45634.0847,,SH
518880.SH,20130729,30724.08,,SH
518880.SH,20130730,21300.0,,SH
518880.SH,20130731,13700.0,,SH
518880.SH,20130801,11300.0,,SH
518880.SH,20130802,10600.0,,SH
518880.SH,20130805,9700.0,,SH
518880.SH,20130806,9400.0,,SH
518880.SH,20130807,8200.0,,SH
518880.SH,20130808,8100.0,,SH
518880.SH,20130809,8000.0,,SH
518880.SH,20130812,7600.0,,SH
518880.SH,20130813,7400.0,,SH
518880.SH,20130814,7300.0,,SH
518880.SH,20130815,6700.0,,SH
518880.SH,20130816,6800.0,,SH
518880.SH,20130819,6500.0,,SH
518880.SH,20130821,6300.0,,SH
518880.SH,20130827,6700.0,,SH
518880.SH,20130828,7100.0,,SH
518880.SH,20130829,7500.0,,SH
518880.SH,20130830,8300.0,,SH
518880.SH,20130902,8800.0,,SH
518880.SH,20130903,9100.0,,SH
518880.SH,20130904,10300.0,,SH
518880.SH,20130905,10400.0,,SH
518880.SH,20130910,10700.0,,SH
518880.SH,20130911,11000.0,,SH
518880.SH,20130912,12100.0,,SH
518880.SH,20130913,13000.0,,SH
518880.SH,20130916,13200.0,,SH
518880.SH,20130917,13300.0,,SH
518880.SH,20130918,13500.0,,SH
518880.SH,20130923,13400.0,,SH
518880.SH,20130924,13800.0,,SH
518880.SH,20130925,13700.0,,SH
518880.SH,20130926,14200.0,,SH
518880.SH,20130927,14400.0,,SH
518880.SH,20130930,13774.0847,,SH
518880.SH,20131008,13700.0,,SH
518880.SH,20131009,13500.0,,SH
518880.SH,20131011,13800.0,,SH
518880.SH,20131014,13600.0,,SH
518880.SH,20131015,13700.0,,SH
518880.SH,20131021,13800.0,,SH
518880.SH,20131023,13900.0,,SH
518880.SH,20131024,14100.0,,SH
518880.SH,20131025,14200.0,,SH
518880.SH,20131029,13600.0,,SH
518880.SH,20131030,13500.0,,SH
518880.SH,20131031,13400.0,,SH
518880.SH,20131111,13500.0,,SH
518880.SH,20131112,13800.0,,SH
518880.SH,20131113,13900.0,,SH
518880.SH,20131115,13800.0,,SH
518880.SH,20131120,13900.0,,SH
518880.SH,20131121,14000.0,,SH
518880.SH,20131202,13700.0,,SH
518880.SH,20131204,13200.0,,SH
518880.SH,20131205,12800.0,,SH
518880.SH,20131209,12600.0,,SH
518880.SH,20131210,12700.0,,SH
518880.SH,20131211,12600.0,,SH
518880.SH,20131212,12400.0,,SH
518880.SH,20131217,12000.0,,SH
518880.SH,20131218,11800.0,,SH
518880.SH,20131219,11700.0,,SH
518880.SH,20131220,11600.0,,SH
518880.SH,20131223,11100.0,,SH
518880.SH,20131224,10800.0,,SH
518880.SH,20131225,10600.0,,SH
518880.SH,20131226,10200.0,,SH
518880.SH,20131227,10000.0,,SH
518880.SH,20131230,9900.0,,SH
518880.SH,20131231,10234.0847,,SH
518880.SH,20140102,9900.0,,SH
518880.SH,20140103,9800.0,,SH
518880.SH,20140107,9600.0,,SH
518880.SH,20140108,9200.0,,SH
518880.SH,20140109,9100.0,,SH
518880.SH,20140110,8900.0,,SH
518880.SH,20140114,8800.0,,SH
518880.SH,20140115,8600.0,,SH
518880.SH,20140117,8500.0,,SH
518880.SH,20140120,8400.0,,SH
518880.SH,20140130,8600.0,,SH
518880.SH,20140211,8700.0,,SH
518880.SH,20140218,8500.0,,SH
518880.SH,20140219,8400.0,,SH
