ts_code,trade_date,fd_share,fund_type,market
513500.SH,20131205,56504.32,,SH
513500.SH,20140114,64281.9285,,SH
513500.SH,20140115,64281.93,,SH
513500.SH,20140116,44600.0,,SH
513500.SH,20140120,40700.0,,SH
513500.SH,20140121,38200.0,,SH
513500.SH,20140122,37100.0,,SH
513500.SH,20140123,35900.0,,SH
513500.SH,20140124,35700.0,,SH
513500.SH,20140127,35400.0,,SH
513500.SH,20140128,35100.0,,SH
513500.SH,20140130,34900.0,,SH
513500.SH,20140207,34000.0,,SH
513500.SH,20140210,32300.0,,SH
513500.SH,20140211,31500.0,,SH
513500.SH,20140212,31200.0,,SH
513500.SH,20140213,30100.0,,SH
513500.SH,20140217,29000.0,,SH
513500.SH,20140218,28100.0,,SH
513500.SH,20140220,27700.0,,SH
513500.SH,20140221,27600.0,,SH
513500.SH,20140224,26900.0,,SH
513500.SH,20140225,26800.0,,SH
513500.SH,20140226,26500.0,,SH
513500.SH,20140227,26300.0,,SH
513500.SH,20140304,25900.0,,SH
513500.SH,20140305,25700.0,,SH
513500.SH,20140306,25500.0,,SH
513500.SH,20140312,24800.0,,SH
513500.SH,20140318,24900.0,,SH
513500.SH,20140319,25100.0,,SH
513500.SH,20140320,25300.0,,SH
513500.SH,20140324,25400.0,,SH
513500.SH,20140325,25500.0,,SH
513500.SH,20140326,25600.0,,SH
513500.SH,20140327,25700.0,,SH
513500.SH,20140328,25800.0,,SH
513500.SH,20140331,25681.9285,,SH
513500.SH,20140401,26000.0,,SH
513500.SH,20140402,26100.0,,SH
513500.SH,20140403,26300.0,,SH
513500.SH,20140404,26400.0,,SH
513500.SH,20140408,26500.0,,SH
513500.SH,20140409,26600.0,,SH
513500.SH,20140414,26800.0,,SH
513500.SH,20140416,27000.0,,SH
513500.SH,20140421,27100.0,,SH
513500.SH,20140423,27200.0,,SH
513500.SH,20140424,27300.0,,SH
513500.SH,20140505,27400.0,,SH
513500.SH,20140513,27500.0,,SH
513500.SH,20140514,27600.0,,SH
513500.SH,20140519,27500.0,,SH
513500.SH,20140521,27600.0,,SH
513500.SH,20140611,27700.0,,SH
513500.SH,20140612,28700.0,,SH
513500.SH,20140613,30700.0,,SH
513500.SH,20140616,31400.0,,SH
513500.SH,20140624,32400.0,,SH
513500.SH,20140625,34200.0,,SH
513500.SH,20140626,34300.0,,SH
513500.SH,20140627,37300.0,,SH
513500.SH,20140630,34281.9285,,SH
513500.SH,20140701,38800.0,,SH
513500.SH,20140707,39200.0,,SH
513500.SH,20140709,39800.0,,SH
513500.SH,20140711,40000.0,,SH
513500.SH,20140714,40100.0,,SH
513500.SH,20140718,40300.0,,SH
513500.SH,20140721,40600.0,,SH
513500.SH,20140723,40900.0,,SH
513500.SH,20140725,41100.0,,SH
513500.SH,20140728,41300.0,,SH
513500.SH,20140729,41500.0,,SH
513500.SH,20140807,41400.0,,SH
513500.SH,20140808,41300.0,,SH
513500.SH,20140812,41200.0,,SH
513500.SH,20140814,41100.0,,SH
513500.SH,20140819,41200.0,,SH
513500.SH,20140825,41100.0,,SH
513500.SH,20140826,40700.0,,SH
513500.SH,20140902,40300.0,,SH
513500.SH,20140903,39900.0,,SH
513500.SH,20140911,39600.0,,SH
513500.SH,20140916,39300.0,,SH
513500.SH,20140923,39200.0,,SH
513500.SH,20140926,38800.0,,SH
513500.SH,20140929,37700.0,,SH
513500.SH,20140930,38781.9285,,SH
513500.SH,20141008,37700.0,,SH
513500.SH,20141009,37100.0,,SH
513500.SH,20141010,36900.0,,SH
513500.SH,20141013,37000.0,,SH
513500.SH,20141014,36700.0,,SH
513500.SH,20141015,37100.0,,SH
513500.SH,20141016,36700.0,,SH
513500.SH,20141017,37100.0,,SH
513500.SH,20141020,37200.0,,SH
513500.SH,20141021,37100.0,,SH
513500.SH,20141022,37200.0,,SH
513500.SH,20141105,37000.0,,SH
513500.SH,20141107,36100.0,,SH
513500.SH,20141110,35700.0,,SH
513500.SH,20141111,35300.0,,SH
513500.SH,20141113,35200.0,,SH
513500.SH,20141117,35000.0,,SH
513500.SH,20141119,34600.0,,SH
513500.SH,20141120,34200.0,,SH
513500.SH,20141124,33800.0,,SH
513500.SH,20141125,33600.0,,SH
513500.SH,20141127,33200.0,,SH
513500.SH,20141202,33000.0,,SH
513500.SH,20141203,32600.0,,SH
513500.SH,20141205,32100.0,,SH
513500.SH,20141208,31600.0,,SH
513500.SH,20141209,31100.0,,SH
513500.SH,20141210,31000.0,,SH
513500.SH,20141212,30300.0,,SH
513500.SH,20141218,29900.0,,SH
513500.SH,20141231,29481.9285,,SH
513500.SH,20150108,29000.0,,SH
513500.SH,20150114,28700.0,,SH
513500.SH,20150119,28900.0,,SH
513500.SH,20150123,29200.0,,SH
513500.SH,20150126,29500.0,,SH
513500.SH,20150127,29300.0,,SH
513500.SH,20150128,29200.0,,SH
513500.SH,20150203,29400.0,,SH
513500.SH,20150205,29300.0,,SH
513500.SH,20150209,29100.0,,SH
513500.SH,20150210,28900.0,,SH
513500.SH,20150225,28800.0,,SH
513500.SH,20150303,28600.0,,SH
513500.SH,20150305,28200.0,,SH
513500.SH,20150306,27900.0,,SH
513500.SH,20150309,27600.0,,SH
513500.SH,20150310,27700.0,,SH
513500.SH,20150312,27800.0,,SH
513500.SH,20150313,27700.0,,SH
513500.SH,20150317,27600.0,,SH
513500.SH,20150323,27500.0,,SH
513500.SH,20150326,27400.0,,SH
513500.SH,20150331,27381.9285,,SH
513500.SH,20150401,27200.0,,SH
513500.SH,20150403,27000.0,,SH
513500.SH,20150408,26600.0,,SH
513500.SH,20150409,26400.0,,SH
513500.SH,20150410,26000.0,,SH
513500.SH,20150414,25900.0,,SH
513500.SH,20150415,25200.0,,SH
513500.SH,20150416,24700.0,,SH
513500.SH,20150423,24200.0,,SH
513500.SH,20150424,24000.0,,SH
513500.SH,20150428,23600.0,,SH
513500.SH,20150508,23500.0,,SH
513500.SH,20150512,23300.0,,SH
513500.SH,20150515,23200.0,,SH
513500.SH,20150519,23000.0,,SH
513500.SH,20150520,22400.0,,SH
513500.SH,20150525,22100.0,,SH
513500.SH,20150527,22000.0,,SH
513500.SH,20150528,21800.0,,SH
513500.SH,20150529,21500.0,,SH
513500.SH,20150604,20900.0,,SH
513500.SH,20150608,20500.0,,SH
513500.SH,20150611,20400.0,,SH
513500.SH,20150612,20300.0,,SH
513500.SH,20150617,20000.0,,SH
513500.SH,20150618,19900.0,,SH
513500.SH,20150626,19800.0,,SH
513500.SH,20150630,19681.9285,,SH
513500.SH,20150701,19700.0,,SH
513500.SH,20150702,19700.0,,SH
513500.SH,20150703,19700.0,,SH
513500.SH,20150706,19700.0,,SH
513500.SH,20150707,19700.0,,SH
513500.SH,20150708,19700.0,,SH
513500.SH,20150709,19500.0,,SH
513500.SH,20150710,18600.0,,SH
513500.SH,20150713,18600.0,,SH
513500.SH,20150714,18600.0,,SH
513500.SH,20150715,18600.0,,SH
513500.SH,20150716,18600.0,,SH
513500.SH,20150717,18400.0,,SH
513500.SH,20150720,18300.0,,SH
513500.SH,20150721,18200.0,,SH
513500.SH,20150722,18200.0,,SH
513500.SH,20150723,18200.0,,SH
513500.SH,20150724,18100.0,,SH
513500.SH,20150727,18100.0,,SH
513500.SH,20150728,18100.0,,SH
513500.SH,20150729,18100.0,,SH
513500.SH,20150730,18100.0,,SH
513500.SH,20150731,18100.0,,SH
513500.SH,20150803,18100.0,,SH
513500.SH,20150804,18100.0,,SH
513500.SH,20150805,18100.0,,SH
513500.SH,20150806,18100.0,,SH
513500.SH,20150807,18100.0,,SH
513500.SH,20150810,18100.0,,SH
513500.SH,20150811,18100.0,,SH
513500.SH,20150812,18000.0,,SH
513500.SH,20150813,18000.0,,SH
513500.SH,20150814,18000.0,,SH
513500.SH,20150817,18000.0,,SH
513500.SH,20150818,18000.0,,SH
513500.SH,20150819,18000.0,,SH
513500.SH,20150820,18000.0,,SH
513500.SH,20150821,18000.0,,SH
513500.SH,20150824,18100.0,,SH
513500.SH,20150825,18100.0,,SH
513500.SH,20150826,18100.0,,SH
513500.SH,20150827,17700.0,,SH
513500.SH,20150828,17700.0,,SH
513500.SH,20150831,17700.0,,SH
513500.SH,20150901,17700.0,,SH
513500.SH,20150902,17700.0,,SH
513500.SH,20150907,17700.0,,SH
513500.SH,20150908,17700.0,,SH
513500.SH,20150909,17700.0,,SH
513500.SH,20150910,17700.0,,SH
513500.SH,20150911,17700.0,,SH
513500.SH,20150914,17700.0,,SH
513500.SH,20150915,17700.0,,SH
513500.SH,20150916,17700.0,,SH
513500.SH,20150917,17700.0,,SH
513500.SH,20150918,17700.0,,SH
513500.SH,20150921,17700.0,,SH
513500.SH,20150922,17700.0,,SH
513500.SH,20150923,17700.0,,SH
513500.SH,20150924,17700.0,,SH
513500.SH,20150925,17700.0,,SH
513500.SH,20150928,17700.0,,SH
513500.SH,20150929,17700.0,,SH
513500.SH,20150930,17681.9285,,SH
513500.SH,20151008,17700.0,,SH
513500.SH,20151009,17700.0,,SH
513500.SH,20151012,17200.0,,SH
513500.SH,20151013,17200.0,,SH
513500.SH,20151014,17200.0,,SH
513500.SH,20151015,17200.0,,SH
513500.SH,20151016,17100.0,,SH
513500.SH,20151019,17100.0,,SH
513500.SH,20151020,17000.0,,SH
513500.SH,20151021,17000.0,,SH
513500.SH,20151022,17000.0,,SH
513500.SH,20151023,17000.0,,SH
513500.SH,20151026,16900.0,,SH
513500.SH,20151027,16900.0,,SH
513500.SH,20151028,16800.0,,SH
513500.SH,20151029,16800.0,,SH
513500.SH,20151030,16800.0,,SH
513500.SH,20151102,16800.0,,SH
513500.SH,20151103,16800.0,,SH
513500.SH,20151104,16800.0,,SH
513500.SH,20151105,16700.0,,SH
513500.SH,20151106,16700.0,,SH
513500.SH,20151109,16700.0,,SH
513500.SH,20151110,16500.0,,SH
513500.SH,20151111,16400.0,,SH
513500.SH,20151112,16400.0,,SH
513500.SH,20151113,16400.0,,SH
513500.SH,20151116,16400.0,,SH
513500.SH,20151117,16400.0,,SH
513500.SH,20151118,16300.0,,SH
513500.SH,20151119,16300.0,,SH
513500.SH,20151120,16300.0,,SH
513500.SH,20151123,16300.0,,SH
513500.SH,20151124,16300.0,,SH
513500.SH,20151125,16100.0,,SH
513500.SH,20151126,16100.0,,SH
513500.SH,20151127,16100.0,,SH
513500.SH,20151130,16100.0,,SH
513500.SH,20151201,16300.0,,SH
513500.SH,20151202,16300.0,,SH
513500.SH,20151203,16300.0,,SH
513500.SH,20151204,16300.0,,SH
513500.SH,20151207,16300.0,,SH
513500.SH,20151208,16200.0,,SH
513500.SH,20151209,16200.0,,SH
513500.SH,20151210,16200.0,,SH
513500.SH,20151211,16200.0,,SH
513500.SH,20151214,16200.0,,SH
513500.SH,20151215,16200.0,,SH
513500.SH,20151216,16200.0,,SH
513500.SH,20151217,16200.0,,SH
513500.SH,20151218,16500.0,,SH
513500.SH,20151221,16500.0,,SH
513500.SH,20151222,16500.0,,SH
513500.SH,20151223,16500.0,,SH
513500.SH,20151224,16500.0,,SH
513500.SH,20151225,16500.0,,SH
513500.SH,20151228,16500.0,,SH
513500.SH,20151229,16800.0,,SH
513500.SH,20151230,16800.0,,SH
513500.SH,20151231,16781.9285,,SH
513500.SH,20160104,16800.0,,SH
