date,close,unit_nav,premium
2022-08-03,1.013,1.0488,-0.03413424866514114
2022-08-04,1.037,1.0507,-0.013038926429999043
2022-08-05,1.047,1.0387,0.007990757677866611
2022-08-08,1.04,1.0402,-0.0001922707171697624
2022-08-09,1.033,1.026,0.006822612085769952
2022-08-10,1.02,1.0558,-0.03390793710930107
2022-08-11,1.055,1.0438,0.010730024908986335
2022-08-12,1.044,1.0666,-0.021188824301518805
2022-08-15,1.063,1.0742,-0.010426363805622896
2022-08-16,1.079,1.0775,0.0013921113689094877
2022-08-17,1.074,1.0671,0.00646612313747541
2022-08-18,1.058,1.0686,-0.009919520868425957
2022-08-19,1.063,1.0523,0.010168202983939834
2022-08-22,1.045,1.0265,0.018022406234778243
2022-08-23,1.027,1.0311,-0.0039763359518960595
2022-08-24,1.028,1.0318,-0.003682884279899268
2022-08-25,1.041,1.0519,-0.010362201730202636
2022-08-26,1.047,1.0081,0.03858744172205131
2022-08-29,1.004,1.0021,0.001896018361440932
2022-08-30,1.006,0.9923,0.013806308576035597
2022-08-31,0.998,0.9881,0.010019228822993664
2022-09-01,0.976,0.987,-0.011144883485309065
2022-09-02,0.988,0.9743,0.014061377399158248
2022-09-05,0.981,0.9754,0.005741234365388426
2022-09-06,0.984,0.9698,0.014642194266859088
2022-09-07,0.976,0.9915,-0.01563287947554215
2022-09-08,0.999,0.9969,0.002106530243755733
2022-09-09,0.997,1.0179,-0.020532468808330928
2022-09-13,1.037,0.9707,0.06830122591943955
2022-09-14,0.983,0.9814,0.0016303240269002206
2022-09-15,0.99,0.9644,0.02654500207382826
2022-09-16,0.971,0.9615,0.009880395215808635
2022-09-19,0.972,0.9699,0.0021651716671822197
2022-09-20,0.985,0.9625,0.023376623376623273
2022-09-21,0.979,0.946,0.03488372093023262
2022-09-22,0.959,0.9382,0.022170112982306422
2022-09-23,0.953,0.9245,0.030827474310437974
2022-09-26,0.94,0.9242,0.017095866695520323
2022-09-27,0.958,0.9308,0.029222174473571227
2022-09-28,0.943,0.9546,-0.012151686570291309
2022-09-29,0.958,0.927,0.033441208198489614
2022-09-30,0.934,0.9097,0.026712102891063072
2022-10-10,0.911,0.9056,0.005962897526501809
2022-10-11,0.913,0.8953,0.01976990952753277
2022-10-12,0.913,0.8952,0.019883824843610398
2022-10-13,0.904,0.9157,-0.012777110407338532
2022-10-14,0.929,0.8873,0.04699650625493068
2022-10-17,0.907,0.9179,-0.011874931909794162
2022-10-18,0.945,0.9248,0.021842560553633206
2022-10-19,0.943,0.9214,0.02344258736705007
2022-10-20,0.931,0.9177,0.01449275362318847
2022-10-21,0.929,0.94,-0.011702127659574346
