ts_code,trade_date,bid_open,bid_close,bid_high,bid_low,ask_open,ask_close,ask_high,ask_low,tick_qty
USDCNH.FXCM,20140808,6.1651,6.15147,6.16816,6.1513,6.1684,6.15699,6.1703,6.15568,11061
USDCNH.FXCM,20140810,6.15147,6.15403,6.15502,6.15395,6.15699,6.15652,6.15745,6.15595,59
USDCNH.FXCM,20140811,6.15403,6.151,6.1553,6.15,6.15652,6.1566,6.1587,6.1522,6126
USDCNH.FXCM,20140812,6.151,6.1585,6.16215,6.1512,6.1566,6.1613,6.16445,6.15437,7846
USDCNH.FXCM,20140813,6.1585,6.1575,6.16433,6.15567,6.1613,6.15982,6.1666,6.15788,8734
USDCNH.FXCM,20140814,6.1575,6.1488,6.15777,6.1473,6.15982,6.1545,6.1611,6.1512,7053
USDCNH.FXCM,20140815,6.1488,6.14486,6.15129,6.1405,6.1545,6.15037,6.1547,6.14553,9028
USDCNH.FXCM,20140817,6.14486,6.1465,6.14739,6.14523,6.15037,6.14854,6.14975,6.14772,91
USDCNH.FXCM,20140818,6.1465,6.13971,6.14634,6.1385,6.14854,6.14204,6.1505,6.1407,5551
USDCNH.FXCM,20140819,6.13971,6.1406,6.14436,6.13431,6.14204,6.1467,6.1467,6.13659,9057
USDCNH.FXCM,20140820,6.1406,6.14304,6.14585,6.1401,6.1467,6.14536,6.1481,6.14287,8071
USDCNH.FXCM,20140821,6.14304,6.153,6.1578,6.1406,6.14536,6.1557,6.16,6.14621,10563
USDCNH.FXCM,20140822,6.153,6.15391,6.16131,6.1512,6.1557,6.15942,6.16351,6.15501,11954
USDCNH.FXCM,20140824,6.15391,6.15367,6.15613,6.15262,6.15942,6.15806,6.15889,6.15623,173
USDCNH.FXCM,20140825,6.15367,6.1535,6.1604,6.1525,6.15806,6.1563,6.16287,6.15478,6624
USDCNH.FXCM,20140826,6.1535,6.1482,6.15722,6.14778,6.1563,6.153,6.16,6.15013,8264
USDCNH.FXCM,20140827,6.1482,6.1424,6.15011,6.1422,6.153,6.1452,6.1539,6.14451,10534
USDCNH.FXCM,20140828,6.1424,6.1487,6.15198,6.141,6.1452,6.1519,6.15464,6.14361,9715
USDCNH.FXCM,20140829,6.1487,6.1468,6.15102,6.14523,6.1519,6.15232,6.1548,6.1482,8237
USDCNH.FXCM,20140831,6.1468,6.14784,6.14784,6.14784,6.15232,6.15101,6.15101,6.15101,1
USDCNH.FXCM,20140901,6.14784,6.1443,6.15083,6.1424,6.15101,6.1472,6.15354,6.14468,5705
USDCNH.FXCM,20140902,6.1443,6.1501,6.1535,6.1428,6.1472,6.1544,6.157,6.14546,8534
USDCNH.FXCM,20140903,6.1501,6.1424,6.1524,6.1424,6.1544,6.1471,6.1568,6.14571,8549
USDCNH.FXCM,20140904,6.1424,6.1444,6.14686,6.1367,6.1471,6.1492,6.1492,6.13896,12745
USDCNH.FXCM,20140905,6.1444,6.13939,6.14827,6.1386,6.1492,6.1449,6.1508,6.14168,9570
USDCNH.FXCM,20140907,6.13939,6.13953,6.14244,6.13953,6.1449,6.14192,6.14688,6.14192,124
USDCNH.FXCM,20140908,6.13953,6.13868,6.14093,6.13253,6.14192,6.141,6.14461,6.13498,7415
USDCNH.FXCM,20140909,6.13868,6.1369,6.14019,6.13101,6.141,6.1396,6.143,6.13351,10691
USDCNH.FXCM,20140910,6.1369,6.13166,6.13756,6.1298,6.1396,6.1343,6.1411,6.132,12052
USDCNH.FXCM,20140911,6.13166,6.1355,6.13629,6.1301,6.1343,6.1383,6.13875,6.13412,9862
USDCNH.FXCM,20140912,6.1355,6.1389,6.14075,6.13446,6.1383,6.14442,6.14442,6.13666,9939
USDCNH.FXCM,20140914,6.1389,6.14034,6.14211,6.13749,6.14442,6.14401,6.14578,6.14002,93
USDCNH.FXCM,20140915,6.14034,6.168,6.175,6.1389,6.14401,6.1713,6.17743,6.1424,16366
USDCNH.FXCM,20140916,6.168,6.15443,6.17824,6.153,6.1713,6.15707,6.1808,6.15564,16837
USDCNH.FXCM,20140917,6.15443,6.1551,6.15749,6.14765,6.15707,6.1614,6.1614,6.14993,12137
USDCNH.FXCM,20140918,6.1551,6.14426,6.16292,6.1441,6.1614,6.1469,6.16632,6.14647,11431
USDCNH.FXCM,20140919,6.14426,6.14094,6.14614,6.1395,6.1469,6.14646,6.1506,6.1418,10428
USDCNH.FXCM,20140921,6.14094,6.1406,6.1416,6.13895,6.14646,6.14483,6.14714,6.14384,71
USDCNH.FXCM,20140922,6.1406,6.1515,6.1539,6.1386,6.14483,6.1545,6.15601,6.14079,9941
USDCNH.FXCM,20140923,6.1515,6.14124,6.15192,6.13871,6.1545,6.14386,6.157,6.14099,9419
USDCNH.FXCM,20140924,6.14124,6.1377,6.1424,6.1354,6.14386,6.1411,6.1468,6.13768,8800
USDCNH.FXCM,20140925,6.1377,6.14597,6.15002,6.1365,6.1411,6.1484,6.1521,6.1403,11411
USDCNH.FXCM,20140926,6.14597,6.14328,6.14728,6.1382,6.1484,6.1488,6.1508,6.14144,9738
USDCNH.FXCM,20140928,6.14328,6.14566,6.14659,6.1418,6.1488,6.14664,6.15,6.14587,65
USDCNH.FXCM,20140929,6.14566,6.17684,6.17943,6.14306,6.14664,6.18027,6.18173,6.14661,19383
USDCNH.FXCM,20140930,6.17684,6.1773,6.17838,6.1616,6.18027,6.1808,6.1829,6.16391,12979
USDCNH.FXCM,20141001,6.1773,6.16927,6.18291,6.1688,6.1808,6.17159,6.1859,6.17101,8915
USDCNH.FXCM,20141002,6.16927,6.16028,6.16929,6.1575,6.17159,6.1627,6.1729,6.15978,9491
USDCNH.FXCM,20141003,6.16028,6.16461,6.16855,6.15534,6.1627,6.17012,6.17084,6.15771,8037
USDCNH.FXCM,20141005,6.16461,6.16447,6.16551,6.16447,6.17012,6.16891,6.16891,6.16791,102
USDCNH.FXCM,20141006,6.16447,6.14978,6.17076,6.1482,6.16891,6.15416,6.17316,6.15108,6614
USDCNH.FXCM,20141007,6.14978,6.14551,6.1531,6.14505,6.15416,6.14794,6.15579,6.14757,11409
USDCNH.FXCM,20141008,6.14551,6.13702,6.14617,6.13543,6.14794,6.13934,6.15034,6.13781,10080
USDCNH.FXCM,20141009,6.13702,6.1375,6.14168,6.1322,6.13934,6.1405,6.1448,6.1345,8330
USDCNH.FXCM,20141010,6.1375,6.13906,6.1438,6.1341,6.1405,6.14457,6.146,6.1383,6266
USDCNH.FXCM,20141012,6.13906,6.1393,6.13947,6.13927,6.14457,6.14319,6.14321,6.143,113
USDCNH.FXCM,20141013,6.1393,6.13421,6.14323,6.13421,6.14319,6.13686,6.14637,6.13685,9107
USDCNH.FXCM,20141014,6.13421,6.1399,6.14186,6.133,6.13686,6.1437,6.14401,6.13511,10595
USDCNH.FXCM,20141015,6.1399,6.13311,6.14139,6.13111,6.1437,6.13554,6.14414,6.13332,16242
USDCNH.FXCM,20141016,6.13311,6.14021,6.154,6.1296,6.13554,6.14264,6.1564,6.13178,13330
USDCNH.FXCM,20141017,6.14021,6.1379,6.14781,6.13349,6.14264,6.14342,6.1511,6.13615,11825
USDCNH.FXCM,20141019,6.1379,6.13763,6.13764,6.13711,6.14342,6.14181,6.14211,6.14181,120
USDCNH.FXCM,20141020,6.13763,6.1305,6.139,6.1305,6.14181,6.1343,6.1445,6.13296,8450
USDCNH.FXCM,20141021,6.1305,6.12603,6.13188,6.12345,6.1343,6.12888,6.1365,6.12573,11289
USDCNH.FXCM,20141022,6.12603,6.1217,6.12744,6.11965,6.12888,6.1273,6.1305,6.12218,11356
USDCNH.FXCM,20141023,6.1217,6.12338,6.12606,6.1212,6.1273,6.12624,6.1286,6.12515,9786
USDCNH.FXCM,20141024,6.12338,6.12285,6.12939,6.1204,6.12624,6.12837,6.13159,6.12403,8802
USDCNH.FXCM,20141026,6.12285,6.12333,6.12371,6.12333,6.12837,6.1257,6.12665,6.1257,14
USDCNH.FXCM,20141027,6.12333,6.11845,6.12449,6.11817,6.1257,6.12088,6.1304,6.12039,8319
USDCNH.FXCM,20141028,6.11845,6.1123,6.11915,6.1106,6.12088,6.1151,6.1226,6.11377,8577
USDCNH.FXCM,20141029,6.1123,6.11589,6.1176,6.1095,6.1151,6.11853,6.12017,6.11229,8457
USDCNH.FXCM,20141030,6.11589,6.11582,6.12215,6.115,6.11853,6.11846,6.1254,6.1177,12900
USDCNH.FXCM,20141031,6.11582,6.1251,6.128,6.1134,6.11846,6.13062,6.13062,6.11574,16206
USDCNH.FXCM,20141102,6.1251,6.127,6.1283,6.1259,6.13062,6.1308,6.1319,6.12957,30
USDCNH.FXCM,20141103,6.127,6.12925,6.12962,6.12171,6.1308,6.13189,6.1324,6.1241,12022
USDCNH.FXCM,20141104,6.12925,6.11662,6.1305,6.11644,6.13189,6.11926,6.13304,6.11874,10531
USDCNH.FXCM,20141105,6.11662,6.11848,6.12234,6.11393,6.11926,6.12112,6.12537,6.11613,13230
USDCNH.FXCM,20141106,6.11848,6.12194,6.12349,6.1162,6.12112,6.12458,6.1258,6.1186,14765
USDCNH.FXCM,20141107,6.12194,6.13219,6.14162,6.11866,6.12458,6.13771,6.14436,6.12163,16371
USDCNH.FXCM,20141110,6.13219,6.12293,6.13211,6.1191,6.13771,6.12558,6.1374,6.12134,11875
USDCNH.FXCM,20141111,6.12293,6.1264,6.13376,6.1208,6.12558,6.1316,6.13604,6.12324,11698
USDCNH.FXCM,20141112,6.1264,6.1308,6.13709,6.1249,6.1316,6.1336,6.13929,6.12774,14751
USDCNH.FXCM,20141113,6.1308,6.12792,6.13444,6.12623,6.1336,6.13056,6.137,6.12963,9700
USDCNH.FXCM,20141114,6.12792,6.12804,6.13403,6.12631,6.13056,6.13356,6.13723,6.12851,11916
USDCNH.FXCM,20141116,6.12804,6.1266,6.12909,6.1265,6.13356,6.1339,6.1345,6.13149,3
USDCNH.FXCM,20141117,6.1266,6.1247,6.1298,6.1226,6.1339,6.1274,6.1346,6.12484,10078
USDCNH.FXCM,20141118,6.1247,6.11636,6.12571,6.1157,6.1274,6.119,6.12802,6.1179,12217
USDCNH.FXCM,20141119,6.11636,6.12369,6.12652,6.11435,6.119,6.12655,6.12889,6.11655,11048
USDCNH.FXCM,20141120,6.12369,6.1242,6.12942,6.122,6.12655,6.127,6.13186,6.12478,14225
USDCNH.FXCM,20141121,6.1242,6.13286,6.13776,6.1201,6.127,6.13837,6.14,6.12248,14266
USDCNH.FXCM,20141123,6.13286,6.13265,6.13268,6.13265,6.13837,6.13699,6.13701,6.13698,15
USDCNH.FXCM,20141124,6.13265,6.1574,6.16171,6.1309,6.13699,6.1602,6.16396,6.13368,15734
USDCNH.FXCM,20141125,6.1574,6.14587,6.15788,6.1423,6.1602,6.14851,6.1604,6.14454,17306
USDCNH.FXCM,20141126,6.14587,6.14765,6.15663,6.1369,6.14851,6.15051,6.1586,6.139,23905
USDCNH.FXCM,20141127,6.14765,6.1457,6.1486,6.1415,6.15051,6.14835,6.1535,6.14365,10853
USDCNH.FXCM,20141128,6.1457,6.15893,6.16219,6.1434,6.14835,6.16445,6.165,6.14832,14078
USDCNH.FXCM,20141130,6.15893,6.15885,6.15959,6.15884,6.16445,6.16105,6.164,6.16102,82
USDCNH.FXCM,20141201,6.15885,6.1566,6.16724,6.156,6.16105,6.1598,6.16943,6.15824,15018
USDCNH.FXCM,20141202,6.1566,6.15538,6.15792,6.14867,6.1598,6.15824,6.1612,6.15082,11801
USDCNH.FXCM,20141203,6.15538,6.1458,6.15594,6.14455,6.15824,6.1489,6.158,6.14668,12440
USDCNH.FXCM,20141204,6.1458,6.15065,6.15766,6.1465,6.1489,6.15329,6.16176,6.14892,13375
USDCNH.FXCM,20141205,6.15065,6.15729,6.15887,6.14839,6.15329,6.1628,6.16282,6.15137,12071
USDCNH.FXCM,20141207,6.15729,6.15653,6.15655,6.1565,6.1628,6.15938,6.1597,6.15926,33
USDCNH.FXCM,20141208,6.15653,6.17218,6.18053,6.14991,6.15938,6.17482,6.18273,6.15213,17400
USDCNH.FXCM,20141209,6.17218,6.18682,6.20427,6.16923,6.17482,6.18946,6.2065,6.17179,29089
USDCNH.FXCM,20141210,6.18682,6.17923,6.1981,6.17604,6.18946,6.18187,6.20025,6.17859,18900
USDCNH.FXCM,20141211,6.17923,6.19513,6.19767,6.17395,6.18187,6.19756,6.2003,6.17644,24393
USDCNH.FXCM,20141212,6.19513,6.19236,6.20224,6.1856,6.19756,6.19787,6.20443,6.1878,17799
USDCNH.FXCM,20141214,6.19236,6.1903,6.19031,6.18893,6.19787,6.19599,6.19643,6.19559,60
USDCNH.FXCM,20141215,6.1903,6.1987,6.1989,6.18721,6.19599,6.20156,6.20156,6.18947,14357
USDCNH.FXCM,20141216,6.1987,6.19116,6.20135,6.18832,6.20156,6.19445,6.20347,6.19089,16294
USDCNH.FXCM,20141217,6.19116,6.2012,6.20138,6.1898,6.19445,6.20384,6.20398,6.192,13365
USDCNH.FXCM,20141218,6.2012,6.21914,6.22348,6.19933,6.20384,6.22178,6.22589,6.2015,25012
USDCNH.FXCM,20141219,6.21914,6.2209,6.22882,6.2155,6.22178,6.22641,6.231,6.21799,15725
USDCNH.FXCM,20141221,6.2209,6.21997,6.21998,6.21996,6.22641,6.22595,6.22596,6.22594,12
USDCNH.FXCM,20141222,6.21997,6.21716,6.22557,6.2135,6.22595,6.2198,6.22797,6.2157,9394
USDCNH.FXCM,20141223,6.21716,6.22993,6.23196,6.21807,6.2198,6.23236,6.23419,6.22037,11925
USDCNH.FXCM,20141224,6.22993,6.2224,6.23148,6.22,6.23236,6.228,6.23389,6.22385,8681
USDCNH.FXCM,20141226,6.2224,6.21618,6.21641,6.20815,6.228,6.2217,6.2217,6.2114,2434
USDCNH.FXCM,20141228,6.21618,6.21603,6.21604,6.21515,6.2217,6.22177,6.22178,6.22089,39
USDCNH.FXCM,20141229,6.21603,6.23278,6.23602,6.21011,6.22177,6.23542,6.23849,6.21274,12261
USDCNH.FXCM,20141230,6.23278,6.21556,6.2385,6.2134,6.23542,6.21842,6.2406,6.2155,14317
USDCNH.FXCM,20141231,6.21556,6.21777,6.22688,6.20508,6.21842,6.22052,6.22933,6.20776,12780
USDCNH.FXCM,20150102,6.21777,6.22527,6.22762,6.2238,6.22052,6.23078,6.23078,6.226,6069
USDCNH.FXCM,20150104,6.22527,6.22692,6.227,6.226,6.23078,6.2301,6.231,6.23,25
USDCNH.FXCM,20150105,6.22692,6.22649,6.2325,6.22032,6.2301,6.22913,6.23486,6.2229,14780
USDCNH.FXCM,20150106,6.22649,6.21071,6.22726,6.2059,6.22913,6.21335,6.23,6.20843,20300
USDCNH.FXCM,20150107,6.21071,6.214,6.21985,6.20596,6.21335,6.2166,6.22365,6.2101,18300
USDCNH.FXCM,20150108,6.214,6.21624,6.22277,6.2131,6.2166,6.21888,6.22496,6.21549,16705
USDCNH.FXCM,20150109,6.21624,6.20095,6.22,6.20095,6.21888,6.20647,6.2225,6.20626,18359
USDCNH.FXCM,20150112,6.20095,6.1958,6.20431,6.1946,6.20647,6.1985,6.2087,6.19699,14082
USDCNH.FXCM,20150113,6.1958,6.19515,6.20382,6.19301,6.1985,6.19758,6.206,6.19547,17285
USDCNH.FXCM,20150114,6.19515,6.19307,6.19761,6.19165,6.19758,6.1955,6.20074,6.19379,16963
USDCNH.FXCM,20150115,6.19307,6.20879,6.21735,6.1866,6.1955,6.21207,6.2194,6.18888,24113
USDCNH.FXCM,20150116,6.20879,6.23408,6.2375,6.1974,6.21207,6.24241,6.24591,6.1996,27969
USDCNH.FXCM,20150119,6.23408,6.22172,6.23389,6.22011,6.24241,6.22693,6.23673,6.22245,6929
USDCNH.FXCM,20150120,6.22172,6.22096,6.22692,6.21403,6.22693,6.22382,6.2296,6.21708,15703
USDCNH.FXCM,20150121,6.22096,6.21502,6.22478,6.20481,6.22382,6.21788,6.23941,6.21367,15628
USDCNH.FXCM,20150122,6.21502,6.21984,6.2227,6.20803,6.21788,6.2227,6.22529,6.21146,22974
USDCNH.FXCM,20150123,6.21984,6.2498,6.25409,6.21709,6.2227,6.25502,6.2591,6.21987,31181
USDCNH.FXCM,20150125,6.2498,6.2502,6.25021,6.24876,6.25502,6.25457,6.25569,6.25391,208
USDCNH.FXCM,20150126,6.2502,6.25433,6.26882,6.24736,6.25457,6.25697,6.27259,6.25035,30076
USDCNH.FXCM,20150127,6.25433,6.24129,6.25472,6.23734,6.25697,6.24482,6.25788,6.23955,24136
USDCNH.FXCM,20150128,6.24129,6.2571,6.26189,6.23896,6.24482,6.2609,6.26786,6.24156,24491
