ts_code,trade_date,fd_share,fund_type,market
159509.SZ,20230719,45356.4118,ETF,SZ
159509.SZ,20230808,45356.4118,ETF,SZ
159509.SZ,20230809,45756.4118,ETF,SZ
159509.SZ,20230810,43456.4118,ETF,SZ
159509.SZ,20230811,42756.4118,ETF,SZ
159509.SZ,20230814,42756.4118,ETF,SZ
159509.SZ,20230815,42756.4118,ETF,SZ
159509.SZ,20230816,43156.4118,ETF,SZ
159509.SZ,20230817,43156.4118,ETF,SZ
159509.SZ,20230818,43156.4118,ETF,SZ
159509.SZ,20230821,43156.4118,ETF,SZ
159509.SZ,20230822,43156.4118,ETF,SZ
159509.SZ,20230823,44756.4118,ETF,SZ
159509.SZ,20230824,45456.4118,ETF,SZ
159509.SZ,20230825,46156.4118,ETF,SZ
159509.SZ,20230828,48056.4118,ETF,SZ
159509.SZ,20230829,48656.4118,ETF,SZ
159509.SZ,20230830,48556.4118,ETF,SZ
159509.SZ,20230831,47556.4118,ETF,SZ
159509.SZ,20230901,47356.4118,ETF,SZ
159509.SZ,20230904,47156.4118,ETF,SZ
159509.SZ,20230905,47156.4118,ETF,SZ
159509.SZ,20230906,46956.4118,ETF,SZ
159509.SZ,20230907,46956.4118,ETF,SZ
159509.SZ,20230908,46856.4118,ETF,SZ
159509.SZ,20230911,46856.4118,ETF,SZ
159509.SZ,20230912,46756.4118,ETF,SZ
159509.SZ,20230913,46756.4118,ETF,SZ
159509.SZ,20230914,47156.4118,ETF,SZ
159509.SZ,20230915,47256.4118,ETF,SZ
159509.SZ,20230918,49056.4118,ETF,SZ
159509.SZ,20230919,51356.4118,ETF,SZ
159509.SZ,20230920,52956.4118,ETF,SZ
159509.SZ,20230921,54456.4118,ETF,SZ
159509.SZ,20230922,57456.4118,ETF,SZ
159509.SZ,20230925,60056.4118,ETF,SZ
159509.SZ,20230926,61556.4118,ETF,SZ
159509.SZ,20230927,63056.4118,ETF,SZ
159509.SZ,20230928,64556.4118,ETF,SZ
159509.SZ,20230930,66056.4118,ETF,SZ
159509.SZ,20231009,66056.4118,ETF,SZ
159509.SZ,20231010,66356.4118,ETF,SZ
159509.SZ,20231011,67556.4118,ETF,SZ
159509.SZ,20231012,70156.4118,ETF,SZ
159509.SZ,20231013,72856.4118,ETF,SZ
159509.SZ,20231016,74356.4118,ETF,SZ
159509.SZ,20231017,75156.4118,ETF,SZ
159509.SZ,20231018,72256.4118,ETF,SZ
159509.SZ,20231019,74256.4118,ETF,SZ
159509.SZ,20231020,77156.4118,ETF,SZ
159509.SZ,20231023,82056.4118,ETF,SZ
159509.SZ,20231024,83656.4118,ETF,SZ
159509.SZ,20231025,85556.4118,ETF,SZ
159509.SZ,20231026,88556.4118,ETF,SZ
159509.SZ,20231027,95856.4118,ETF,SZ
159509.SZ,20231030,101656.4118,ETF,SZ
159509.SZ,20231031,104256.4118,ETF,SZ
159509.SZ,20231101,104756.4118,ETF,SZ
159509.SZ,20231102,106956.4118,ETF,SZ
159509.SZ,20231103,108756.4118,ETF,SZ
159509.SZ,20231106,110456.4118,ETF,SZ
159509.SZ,20231107,108856.4118,ETF,SZ
159509.SZ,20231108,107456.4118,ETF,SZ
159509.SZ,20231109,108556.4118,ETF,SZ
159509.SZ,20231110,107356.4118,ETF,SZ
159509.SZ,20231113,107556.4118,ETF,SZ
159509.SZ,20231114,110556.4118,ETF,SZ
159509.SZ,20231115,110556.4118,ETF,SZ
159509.SZ,20231116,110556.4118,ETF,SZ
159509.SZ,20231117,111156.4118,ETF,SZ
159509.SZ,20231120,115156.4118,ETF,SZ
159509.SZ,20231121,121756.4118,ETF,SZ
159509.SZ,20231122,133056.4118,ETF,SZ
159509.SZ,20231123,134556.4118,ETF,SZ
159509.SZ,20231124,134556.4118,ETF,SZ
159509.SZ,20231127,137556.4118,ETF,SZ
159509.SZ,20231128,139456.4118,ETF,SZ
159509.SZ,20231129,140456.4118,ETF,SZ
159509.SZ,20231130,140456.4118,ETF,SZ
159509.SZ,20231201,141156.4118,ETF,SZ
159509.SZ,20231204,141756.4118,ETF,SZ
159509.SZ,20231205,141956.4118,ETF,SZ
159509.SZ,20231206,141956.4118,ETF,SZ
159509.SZ,20231207,146056.4118,ETF,SZ
159509.SZ,20231208,146956.4118,ETF,SZ
159509.SZ,20231211,147956.4118,ETF,SZ
159509.SZ,20231212,150456.4118,ETF,SZ
159509.SZ,20231213,152356.4118,ETF,SZ
159509.SZ,20231214,157456.4118,ETF,SZ
159509.SZ,20231215,165356.4118,ETF,SZ
159509.SZ,20231218,167856.4118,ETF,SZ
159509.SZ,20231219,173656.4118,ETF,SZ
159509.SZ,20231220,179356.4118,ETF,SZ
159509.SZ,20231221,185056.4118,ETF,SZ
159509.SZ,20231222,188756.4118,ETF,SZ
159509.SZ,20231225,190656.4118,ETF,SZ
159509.SZ,20231226,190656.4118,ETF,SZ
159509.SZ,20231227,196756.4118,ETF,SZ
159509.SZ,20231228,200056.4118,ETF,SZ
159509.SZ,20231229,199756.4118,ETF,SZ
159509.SZ,20231231,200256.4118,ETF,SZ
159509.SZ,20240102,200256.4118,ETF,SZ
159509.SZ,20240103,201156.4118,ETF,SZ
159509.SZ,20240104,201156.4118,ETF,SZ
159509.SZ,20240105,201356.4118,ETF,SZ
159509.SZ,20240108,201356.4118,ETF,SZ
159509.SZ,20240109,201356.4118,ETF,SZ
159509.SZ,20240110,204856.4118,ETF,SZ
159509.SZ,20240111,206556.4118,ETF,SZ
159509.SZ,20240112,217456.4118,ETF,SZ
159509.SZ,20240115,224856.4118,ETF,SZ
159509.SZ,20240116,224856.4118,ETF,SZ
159509.SZ,20240117,356156.4118,ETF,SZ
159509.SZ,20240118,360256.4118,ETF,SZ
159509.SZ,20240119,368056.4118,ETF,SZ
159509.SZ,20240122,418056.4118,ETF,SZ
159509.SZ,20240123,468056.4118,ETF,SZ
159509.SZ,20240124,518056.4118,ETF,SZ
159509.SZ,20240125,527056.4118,ETF,SZ
159509.SZ,20240126,536056.4118,ETF,SZ
159509.SZ,20240129,545056.4118,ETF,SZ
159509.SZ,20240130,544756.4118,ETF,SZ
159509.SZ,20240131,545056.4118,ETF,SZ
159509.SZ,20240201,545656.4118,ETF,SZ
159509.SZ,20240202,545956.4118,ETF,SZ
159509.SZ,20240205,546256.4118,ETF,SZ
159509.SZ,20240206,546556.4118,ETF,SZ
159509.SZ,20240207,547056.4118,ETF,SZ
159509.SZ,20240208,547556.4118,ETF,SZ
159509.SZ,20240219,548056.4118,ETF,SZ
159509.SZ,20240220,548056.4118,ETF,SZ
159509.SZ,20240221,548956.4118,ETF,SZ
159509.SZ,20240222,549856.4118,ETF,SZ
159509.SZ,20240223,550756.4118,ETF,SZ
159509.SZ,20240226,551656.4118,ETF,SZ
159509.SZ,20240227,552556.4118,ETF,SZ
159509.SZ,20240228,553456.4118,ETF,SZ
159509.SZ,20240229,554356.4118,ETF,SZ
159509.SZ,20240301,555256.4118,ETF,SZ
159509.SZ,20240304,556156.4118,ETF,SZ
159509.SZ,20240305,557056.4118,ETF,SZ
159509.SZ,20240306,557956.4118,ETF,SZ
159509.SZ,20240307,558856.4118,ETF,SZ
159509.SZ,20240308,559756.4118,ETF,SZ
159509.SZ,20240311,560656.4118,ETF,SZ
159509.SZ,20240312,561556.4118,ETF,SZ
159509.SZ,20240313,562456.4118,ETF,SZ
159509.SZ,20240314,563356.4118,ETF,SZ
159509.SZ,20240315,564256.4118,ETF,SZ
159509.SZ,20240318,565156.4118,ETF,SZ
159509.SZ,20240319,566056.4118,ETF,SZ
159509.SZ,20240320,566956.4118,ETF,SZ
159509.SZ,20240321,567856.4118,ETF,SZ
159509.SZ,20240322,568756.4118,ETF,SZ
159509.SZ,20240325,569656.4118,ETF,SZ
159509.SZ,20240326,570556.4118,ETF,SZ
159509.SZ,20240327,571456.4118,ETF,SZ
159509.SZ,20240328,572356.4118,ETF,SZ
159509.SZ,20240329,573256.4118,ETF,SZ
159509.SZ,20240331,573256.4118,ETF,SZ
159509.SZ,20240401,573256.4118,ETF,SZ
159509.SZ,20240402,574156.4118,ETF,SZ
159509.SZ,20240403,575056.4118,ETF,SZ
159509.SZ,20240408,575956.4118,ETF,SZ
159509.SZ,20240409,576856.4118,ETF,SZ
159509.SZ,20240410,577756.4118,ETF,SZ
159509.SZ,20240411,578656.4118,ETF,SZ
159509.SZ,20240412,579556.4118,ETF,SZ
159509.SZ,20240415,580456.4118,ETF,SZ
159509.SZ,20240416,581356.4118,ETF,SZ
159509.SZ,20240417,581856.4118,ETF,SZ
159509.SZ,20240418,582356.4118,ETF,SZ
159509.SZ,20240419,582856.4118,ETF,SZ
159509.SZ,20240422,583356.4118,ETF,SZ
159509.SZ,20240423,583856.4118,ETF,SZ
159509.SZ,20240424,584356.4118,ETF,SZ
159509.SZ,20240425,584856.4118,ETF,SZ
159509.SZ,20240426,585356.4118,ETF,SZ
159509.SZ,20240429,585856.4118,ETF,SZ
159509.SZ,20240430,586356.4118,ETF,SZ
159509.SZ,20240506,586856.4118,ETF,SZ
159509.SZ,20240507,587356.4118,ETF,SZ
159509.SZ,20240508,587856.4118,ETF,SZ
159509.SZ,20240509,588356.4118,ETF,SZ
159509.SZ,20240510,588856.4118,ETF,SZ
159509.SZ,20240513,589356.4118,ETF,SZ
159509.SZ,20240514,589856.4118,ETF,SZ
159509.SZ,20240515,590356.4118,ETF,SZ
159509.SZ,20240516,590856.4118,ETF,SZ
159509.SZ,20240517,591356.4118,ETF,SZ
159509.SZ,20240520,591856.4118,ETF,SZ
159509.SZ,20240521,592356.4118,ETF,SZ
159509.SZ,20240522,592856.4118,ETF,SZ
159509.SZ,20240523,593356.4118,ETF,SZ
159509.SZ,20240524,593856.4118,ETF,SZ
159509.SZ,20240527,594356.4118,ETF,SZ
