date,close,unit_nav,premium
2023-04-04,1.025,1.019,0.0058881256133465065
2023-04-06,1.013,1.0209,-0.00773827015378592
2023-04-07,1.018,1.0222,-0.004108784973586355
2023-04-10,1.02,1.0221,-0.0020545934840034974
2023-04-11,1.022,1.0242,-0.0021480179652411113
2023-04-12,1.021,1.0195,0.0014713094654241754
2023-04-13,1.017,1.03,-0.012621359223301098
2023-04-14,1.024,1.0271,-0.003018206601109852
2023-04-17,1.027,1.0316,-0.004459092671578291
2023-04-18,1.033,1.0344,-0.0013534416086621315
2023-04-19,1.031,1.0331,-0.002032717065143741
2023-04-20,1.03,1.0308,-0.0007760962359332213
2023-04-21,1.027,1.0283,-0.0012642225031606058
2023-04-24,1.025,1.0303,-0.00514413277686121
2023-04-25,1.03,1.014,0.015779092702169706
2023-04-26,1.023,1.0157,0.007187161563453559
2023-04-27,1.016,1.0351,-0.018452323447009866
2023-04-28,1.029,1.0442,-0.014556598352806094
2023-05-04,1.02,1.0142,0.005718793137448275
2023-05-05,1.017,1.0338,-0.01625072547881612
2023-05-08,1.032,1.0349,-0.002802203111411661
2023-05-09,1.033,1.0316,0.0013571151609148568
2023-05-10,1.03,1.0369,-0.006654450766708342
2023-05-11,1.036,1.0323,0.0035842293906811484
2023-05-12,1.037,1.0365,0.00048239266763139277
2023-05-15,1.038,1.0421,-0.003934363304865185
2023-05-16,1.038,1.0333,0.004548533823671708
2023-05-17,1.039,1.0495,-0.010004764173416114
2023-05-18,1.052,1.0631,-0.010441162637569223
2023-05-19,1.068,1.0674,0.0005621135469366934
2023-05-22,1.063,1.0646,-0.001502911891790415
2023-05-23,1.068,1.0551,0.012226329257890356
2023-05-24,1.056,1.0508,0.004948610582413471
2023-05-25,1.06,1.0595,0.0004719207173193851
2023-05-26,1.06,1.0769,-0.015693193425573293
2023-05-29,1.079,1.074,0.004655493482309092
2023-05-30,1.081,1.0777,0.0030620766447062575
2023-05-31,1.075,1.0714,0.0033600896023895377
2023-06-01,1.078,1.0843,-0.005810200129115484
2023-06-02,1.083,1.0997,-0.01518595980722004
2023-06-05,1.101,1.097,0.003646308113035568
2023-06-06,1.098,1.1021,-0.003720170583431659
2023-06-07,1.104,1.0998,0.003818876159301654
2023-06-08,1.1,1.1079,-0.0071306074555465004
2023-06-09,1.104,1.1067,-0.0024396855516399807
