date,close,unit_nav,premium
2023-05-08,1.016,1.0228,-0.006648416112631894
2023-05-09,1.018,1.0182,-0.00019642506383810154
2023-05-10,1.016,1.0308,-0.014357780364765205
2023-05-11,1.03,1.031,-0.0009699321047526022
2023-05-12,1.034,1.0373,-0.0031813361611877644
2023-05-15,1.034,1.0465,-0.011944577161968395
2023-05-16,1.041,1.0452,-0.0040183696900114585
2023-05-17,1.052,1.0619,-0.009322911761936226
2023-05-18,1.069,1.0847,-0.014474048123905292
2023-05-19,1.099,1.0881,0.010017461630364766
2023-05-22,1.086,1.0887,-0.002480022044640373
2023-05-23,1.096,1.0773,0.017358210340666647
2023-05-24,1.082,1.0754,0.0061372512553470315
2023-05-25,1.095,1.1012,-0.00563022157646198
2023-05-26,1.101,1.1335,-0.02867225408028229
2023-05-29,1.141,1.1303,0.009466513315049108
2023-05-30,1.143,1.1391,0.0034237555965235256
2023-05-31,1.139,1.1312,0.006895332390381981
2023-06-01,1.136,1.1483,-0.010711486545328053
2023-06-02,1.147,1.1563,-0.008042895442359366
2023-06-05,1.156,1.1565,-0.00043233895373984144
2023-06-06,1.159,1.1593,-0.0002587768480979413
2023-06-07,1.161,1.141,0.01752848378615246
2023-06-08,1.137,1.1568,-0.017116182572614158
2023-06-09,1.156,1.1578,-0.001554672655035394
2023-06-12,1.165,1.1796,-0.012377076975245815
2023-06-13,1.193,1.1933,-0.00025140367049358847
2023-06-14,1.194,1.2028,-0.0073162620552046365
2023-06-15,1.199,1.2159,-0.013899169339583795
2023-06-16,1.209,1.2045,0.0037359900373601374
2023-06-19,1.208,1.2029,0.004239753928007239
2023-06-20,1.208,1.2083,-0.00024828271124721635
2023-06-21,1.213,1.1946,0.015402645236899382
2023-06-26,1.206,1.186,0.01686340640809436
2023-06-27,1.19,1.2083,-0.015145245386079642
2023-06-28,1.206,1.2099,-0.0032234068931317195
2023-06-29,1.216,1.2096,0.005291005291005346
2023-06-30,1.216,1.2297,-0.011140928681792395
2023-07-03,1.236,1.2308,0.00422489437764062
2023-07-04,1.23,1.229,0.0008136696501219731
2023-07-05,1.229,1.2276,0.001140436624307739
2023-07-06,1.231,1.2201,0.008933693959511713
2023-07-07,1.224,1.2147,0.007656211410224767
2023-07-10,1.213,1.2132,-0.00016485328058024606
2023-07-11,1.218,1.2184,-0.00032829940906098365
2023-07-12,1.219,1.2315,-0.010150223304912664
2023-07-13,1.235,1.2488,-0.011050608584240673
2023-07-14,1.244,1.2446,-0.00048208259681825627
2023-07-17,1.25,1.2566,-0.00525226802482881
2023-07-18,1.263,1.269,-0.004728132387706863
2023-07-19,1.283,1.2686,0.011351095696042757
2023-07-20,1.266,1.2393,0.021544420237230577
2023-07-21,1.246,1.2357,0.008335356478109457
2023-07-24,1.245,1.2375,0.0060606060606061
2023-07-25,1.239,1.2457,-0.005378502047041711
2023-07-26,1.25,1.2389,0.00895956090079908
2023-07-27,1.252,1.2356,0.013272903852379336
2023-07-28,1.247,1.2597,-0.010081765499722062
2023-07-31,1.26,1.2596,0.00031756113051750745
2023-08-01,1.264,1.2561,0.0062893081761006275
2023-08-02,1.254,1.2297,0.01976091729690177
2023-08-03,1.234,1.2302,0.003088928629491061
2023-08-04,1.246,1.2227,0.01905618712685042
2023-08-07,1.235,1.2326,0.001947103683271223
2023-08-08,1.239,1.2252,0.011263467189030374
2023-08-09,1.238,1.2114,0.0219580650487039
2023-08-10,1.225,1.2134,0.009559914290423688
2023-08-11,1.227,1.2056,0.01775049767750514
2023-08-14,1.22,1.2214,-0.0011462256427051676
2023-08-15,1.243,1.2092,0.027952365200132334
2023-08-16,1.231,1.1998,0.026004334055676148
2023-08-17,1.218,1.1883,0.02499368846250949
2023-08-18,1.198,1.1855,0.010544074230282474
2023-08-21,1.203,1.2046,-0.0013282417399965718
2023-08-22,1.218,1.2025,0.012889812889812946
2023-08-23,1.223,1.2216,0.0011460379829733025
2023-08-24,1.251,1.1933,0.04835330595826681
2023-08-25,1.204,1.2033,0.0005817335660267542
2023-08-28,1.223,1.2117,0.009325740694891449
2023-08-29,1.23,1.2379,-0.0063817755876888205
