date,close,unit_nav,premium
2014-01-15,0.986,1.0086,-0.02240729724370405
2014-01-16,0.991,1.0073,-0.016181872331976654
2014-01-17,0.987,1.0063,-0.019179171221305746
2014-01-20,0.982,1.0063,-0.024147868428897934
2014-01-21,0.984,1.0089,-0.024680344930121834
2014-01-22,0.979,1.0093,-0.030020806499554298
2014-01-23,0.988,1.0025,-0.014463840399002503
2014-01-24,0.99,0.9813,0.008865790278202335
2014-01-27,0.97,0.9777,-0.0078756264702875
2014-01-28,0.964,0.9845,-0.02082275266632816
2014-01-29,0.977,0.9752,0.0018457752255947035
2014-01-30,0.967,0.9821,-0.015375216373078149
2014-02-07,0.973,0.9882,-0.015381501720299506
2014-02-10,0.97,0.9911,-0.0212894763394208
2014-02-11,0.975,1.0026,-0.02752842609216033
2014-02-12,0.987,1.0033,-0.01624638692315372
2014-02-13,0.987,1.0092,-0.0219976218787159
2014-02-14,0.997,1.0138,-0.016571315841388823
2014-02-17,1.001,1.0138,-0.012625764450582166
2014-02-18,1.0,1.0151,-0.014875381735789506
2014-02-19,1.004,1.0089,-0.004856774705124245
2014-02-20,1.0,1.0157,-0.015457320074825254
2014-02-21,1.003,1.0144,-0.011238170347003251
2014-02-24,1.005,1.0205,-0.015188633023027975
2014-02-25,1.013,1.0192,-0.006083202511774188
2014-02-26,1.016,1.0192,-0.0031397174254318427
2014-02-27,1.015,1.0249,-0.009659478973558455
2014-02-28,1.024,1.0277,-0.0036002724530505015
2014-03-03,1.026,1.0196,0.006276971361318218
2014-03-04,1.022,1.036,-0.013513513513513487
2014-03-05,1.031,1.0365,-0.005306319343945987
2014-03-06,1.033,1.0383,-0.0051044977366850874
2014-03-07,1.034,1.0381,-0.0039495231673248865
2014-03-10,1.031,1.0394,-0.008081585530113733
2014-03-11,1.039,1.0343,0.004544136130716359
2014-03-12,1.029,1.0352,-0.005989180834621299
2014-03-13,1.034,1.0228,0.010950332420805786
2014-03-14,1.018,1.0202,-0.0021564399137423695
2014-03-17,1.022,1.0295,-0.0072850898494415395
2014-03-18,1.033,1.0372,-0.004049363671423056
2014-03-19,1.037,1.031,0.005819592628516057
2014-03-20,1.03,1.0395,-0.009139009139009224
2014-03-21,1.033,1.0365,-0.0033767486734201935
2014-03-24,1.033,1.0311,0.001842692270390911
2014-03-25,1.031,1.0354,-0.004249565385358478
2014-03-26,1.036,1.0282,0.007586072748492434
2014-03-27,1.029,1.0269,0.002044989775051187
2014-03-28,1.028,1.0321,-0.003972483286503237
2014-03-31,1.033,1.0406,-0.007303478762252569
2014-04-01,1.04,1.0477,-0.007349432089338581
2014-04-02,1.048,1.0503,-0.0021898505188993056
2014-04-03,1.05,1.0497,0.00028579594169753086
2014-04-04,1.049,1.0371,0.011474303345868408
2014-04-08,1.029,1.0295,-0.0004856726566295766
2014-04-09,1.03,1.0401,-0.009710604749543328
2014-04-10,1.038,1.0189,0.018745706153695307
2014-04-11,1.014,1.0092,0.0047562425683709275
2014-04-14,1.008,1.0178,-0.009628610729023435
2014-04-15,1.018,1.0254,-0.007216695923542127
2014-04-16,1.026,1.036,-0.009652509652509633
2014-04-17,1.033,1.0374,-0.004241372662425413
2014-04-18,1.034,1.0371,-0.0029891042329571738
2014-04-21,1.034,1.0409,-0.006628878854837095
2014-04-22,1.038,1.0455,-0.00717360114777621
2014-04-23,1.042,1.0432,-0.0011503067484661678
2014-04-24,1.044,1.0447,-0.0006700488178423836
2014-04-25,1.043,1.0361,0.006659588842775621
2014-04-28,1.032,1.0392,-0.006928406466512604
2014-04-29,1.038,1.0439,-0.005651882364211103
2014-04-30,1.04,1.0474,-0.007065113614664997
2014-05-05,1.041,1.0473,-0.0060154683471784764
2014-05-06,1.048,1.0382,0.0094394143710268
2014-05-07,1.038,1.044,-0.005747126436781658
2014-05-08,1.042,1.043,-0.0009587727708532112
2014-05-09,1.041,1.045,-0.003827751196172291
2014-05-12,1.043,1.0558,-0.012123508240197145
2014-05-13,1.051,1.0566,-0.005300018928639072
2014-05-14,1.055,1.0521,0.0027563919779487467
2014-05-15,1.052,1.0421,0.009500047980040227
2014-05-16,1.043,1.0455,-0.002391200382592218
2014-05-19,1.045,1.0496,-0.004382621951219634
2014-05-20,1.047,1.0425,0.004316546762589857
2014-05-21,1.041,1.0515,-0.009985734664764823
2014-05-22,1.052,1.0543,-0.0021815422555249153
2014-05-23,1.05,1.0591,-0.008592200925313875
2014-05-26,1.056,1.0591,-0.0029270135020299515
2014-05-27,1.056,1.0654,-0.00882297728552639
2014-05-28,1.061,1.0645,-0.0032879286049789513
2014-05-29,1.062,1.0704,-0.007847533632286963
2014-05-30,1.067,1.0722,-0.004849841447491232
2014-06-03,1.071,1.0728,-0.001677852348993314
2014-06-04,1.073,1.0747,-0.001581836791662794
2014-06-05,1.075,1.082,-0.0064695009242145
2014-06-06,1.084,1.0857,-0.001565810076448404
2014-06-09,1.086,1.0842,0.0016602102933038765
2014-06-10,1.084,1.0834,0.0005538120731032325
2014-06-11,1.082,1.0806,0.0012955765315565415
2014-06-12,1.079,1.0733,0.005310723935525896
2014-06-13,1.071,1.0764,-0.0050167224080268635
2014-06-16,1.073,1.0778,-0.00445351642234193
2014-06-17,1.075,1.0793,-0.003984063745019917
2014-06-18,1.076,1.0881,-0.011120301442882119
2014-06-19,1.09,1.0891,0.0008263703975761594
2014-06-20,1.091,1.0908,0.0001833516685001424
2014-06-23,1.092,1.0911,0.000824855650261247
2014-06-24,1.092,1.0841,0.007287150631860584
2014-06-25,1.084,1.0893,-0.0048655099605249275
2014-06-26,1.09,1.0875,0.0022988505747127963
2014-06-27,1.091,1.0896,0.001284875183553691
2014-06-30,1.093,1.0877,0.004872667095706662
2014-07-01,1.093,1.0947,-0.0015529368776834307
2014-07-02,1.099,1.0949,0.0037446342131701726
2014-07-03,1.097,1.1017,-0.004266134156303836
2014-07-04,1.105,1.1017,0.00299537079059653
2014-07-07,1.105,1.0987,0.005734049331027613
2014-07-08,1.101,1.0908,0.00935093509350926
2014-07-09,1.095,1.0948,0.0001826817683594495
2014-07-10,1.099,1.0881,0.010017461630364766
2014-07-11,1.093,1.0903,0.002476382646977804
2014-07-14,1.093,1.0956,-0.0023731288791528637
2014-07-15,1.098,1.0935,0.004115226337448652
2014-07-16,1.095,1.0989,-0.00354900354900356
2014-07-17,1.098,1.0866,0.010491441192711282
2014-07-18,1.088,1.0976,-0.008746355685131046
2014-07-21,1.1,1.0946,0.004933308971313721
2014-07-22,1.098,1.1,-0.0018181818181818299
2014-07-23,1.1,1.1025,-0.0022675736961450532
2014-07-24,1.1,1.103,-0.0027198549410697437
2014-07-25,1.1,1.098,0.0018214936247722413
2014-07-28,1.099,1.0987,0.0002730499681440346
2014-07-29,1.099,1.0935,0.005029721079103933
2014-07-30,1.095,1.0943,0.0006396783331810152
2014-07-31,1.094,1.0729,0.01966632491378517
2014-08-01,1.076,1.0698,0.005795475789867277
2014-08-04,1.073,1.0771,-0.0038065175006962715
2014-08-05,1.074,1.0666,0.0069379336208512665
2014-08-06,1.067,1.0673,-0.0002810831069052222
2014-08-07,1.068,1.0615,0.00612341026848795
2014-08-08,1.062,1.0718,-0.009143496921067418
2014-08-11,1.074,1.0743,-0.0002792516056967509
2014-08-12,1.073,1.0726,0.00037292560134249975
2014-08-13,1.072,1.0803,-0.007683051004350627
2014-08-14,1.08,1.0852,-0.004791743457427056
2014-08-15,1.086,1.0851,0.0008294166436273454
2014-08-18,1.086,1.0941,-0.007403345215245438
2014-08-19,1.095,1.1001,-0.004635942187073971
2014-08-20,1.1,1.1034,-0.003081384810585286
2014-08-21,1.101,1.1076,-0.005958829902491858
2014-08-22,1.106,1.1053,0.0006333122229260635
2014-08-25,1.104,1.1111,-0.006390063900638898
2014-08-26,1.109,1.1125,-0.0031460674157304247
2014-08-27,1.109,1.1125,-0.0031460674157304247
2014-08-28,1.108,1.1105,-0.002251238180999482
2014-08-29,1.107,1.1144,-0.006640344580043145
2014-09-01,1.111,1.1144,-0.0030509691313711507
