日期,pe_percentile
2023-06-19,20.714285714285715
2023-06-26,25.95238095238096
2023-07-03,16.587301587301585
2023-07-10,15.873015873015872
2023-07-17,14.603174603174605
2023-07-24,21.58730158730159
2023-07-31,13.095238095238097
2023-08-07,29.28571428571429
2023-08-14,30.793650793650794
2023-08-21,18.253968253968253
2023-08-28,10.873015873015872
2023-09-04,9.047619047619047
2023-09-11,20.396825396825395
2023-09-18,17.142857142857142
2023-09-25,15.793650793650793
2023-10-02,20.23809523809524
2023-10-09,15.317460317460318
2023-10-16,14.682539682539684
2023-10-23,15.23809523809524
2023-10-30,6.26984126984127
2023-11-06,7.46031746031746
2023-11-13,11.428571428571429
2023-11-20,11.190476190476192
2023-11-27,9.444444444444445
2023-12-04,7.936507936507936
2023-12-11,5.873015873015873
2023-12-18,2.4603174603174605
2023-12-25,1.3492063492063493
2024-01-01,1.8253968253968256
2024-01-08,4.920634920634921
2024-01-15,3.412698412698413
2024-01-22,1.1904761904761905
2024-01-29,0.9523809523809524
2024-02-05,7.5396825396825395
2024-02-12,1.9047619047619049
2024-02-19,9.206349206349207
2024-02-26,9.682539682539684
2024-03-04,21.11111111111111
2024-03-11,20.07936507936508
2024-03-18,26.42857142857143
2024-03-25,22.61904761904762
2024-04-01,23.49206349206349
2024-04-08,30.47619047619048
2024-04-15,34.682539682539684
2024-04-22,25.71428571428571
2024-04-29,36.98412698412699
2024-05-06,38.49206349206349
2024-05-13,44.761904761904766
2024-05-20,48.96825396825397
2024-05-27,49.84126984126984
2024-06-03,42.85714285714285
2024-06-10,42.3015873015873
2024-06-17,45.23809523809524
2024-06-24,40.47619047619048
2024-07-01,37.85714285714285
2024-07-08,39.84126984126984
2024-07-15,38.25396825396825
2024-07-22,43.095238095238095
2024-07-29,49.84126984126984
2024-08-05,31.746031746031743
2024-08-12,28.57142857142857
2024-08-19,21.26984126984127
2024-08-26,28.17460317460317
2024-09-02,28.09523809523809
2024-09-09,14.92063492063492
2024-09-16,8.333333333333332
2024-09-23,5.079365079365079
2024-09-30,7.380952380952381
2024-10-07,54.52380952380952
2024-10-14,
2024-10-21,67.38095238095238
2024-10-28,68.25396825396825
2024-11-04,65.15873015873017
2024-11-11,52.22222222222223
2024-11-18,64.04761904761904
2024-11-25,56.74603174603175
2024-12-02,47.93650793650794
2024-12-09,53.17460317460318
2024-12-16,60.47619047619048
2024-12-23,57.77777777777777
2024-12-30,59.76190476190476
2025-01-06,64.60317460317461
2025-01-13,52.46031746031746
2025-01-20,45.07936507936508
2025-01-27,52.85714285714286
2025-02-03,52.53968253968255
2025-02-10,
2025-02-17,56.19047619047619
2025-02-24,60.55555555555555
2025-03-03,61.90476190476191
2025-03-10,54.52380952380952
2025-03-17,57.698412698412696
2025-03-24,62.46031746031746
2025-03-31,57.38095238095238
2025-04-07,54.44444444444444
2025-04-14,53.888888888888886
2025-04-21,41.34920634920635
2025-04-28,48.57142857142857
2025-05-05,48.333333333333336
2025-05-12,48.17460317460318
2025-05-19,51.5873015873016
2025-05-26,56.74603174603175
2025-06-02,55.71428571428572
2025-06-09,53.96825396825397
2025-06-16,56.74603174603175
2025-06-23,61.50793650793651
2025-06-30,64.04761904761904
2025-07-07,66.74603174603175
2025-07-14,69.84126984126983
2025-07-21,70.3968253968254
2025-07-28,71.74603174603175
2025-08-04,72.93650793650794
2025-08-11,66.42857142857143
2025-08-18,69.12698412698413
2025-08-25,71.5079365079365
2025-09-01,75.95238095238095
2025-09-08,77.06349206349206
2025-09-15,75.47619047619048
2025-09-22,77.22222222222223
2025-09-29,75.55555555555556
2025-10-06,76.66666666666667
2025-10-13,78.73015873015873
2025-10-20,79.52380952380952
2025-10-27,78.4920634920635
2025-11-03,82.22222222222221
2025-11-10,76.82539682539684
2025-11-17,80.07936507936509
2025-11-24,79.36507936507937
2025-12-01,74.52380952380952
2025-12-08,75.47619047619048
2025-12-15,76.98412698412699
2025-12-22,75.31746031746032
2025-12-29,78.0952380952381
2026-01-05,81.9047619047619
2026-01-12,82.46031746031746
2026-01-19,85.47619047619047
2026-01-26,83.33333333333334
2026-02-02,80.3968253968254
2026-02-09,83.65079365079366
2026-02-16,80.63492063492063
2026-02-23,84.84126984126983
2026-03-02,
2026-03-09,83.0952380952381
2026-03-16,85.79365079365078
2026-03-23,88.25396825396825
2026-03-30,84.28571428571429
2026-04-06,80.3968253968254
2026-04-13,84.92063492063492
2026-04-20,89.76190476190476
2026-04-27,91.26984126984128
2026-05-04,92.14285714285714
