mom_w,vol_w,val_w,top_n,def_alloc,step_low,step_high,max_def,hongli_ratio,annual_return,max_drawdown,sharpe,final_nav,ret_dd
0.3,0.35,0.35,1,0.3,0.15,0.3,0.9,0.2,0.10905463910266189,0.09589538438538768,1.2576342650969612,3.639546774774928,1.1372251104848732
0.3,0.35,0.35,2,0.3,0.15,0.3,0.9,0.2,0.10446770542782802,0.07819986059121993,1.4548534208168833,3.4560729810320496,1.3359065430297885
0.3,0.4,0.1,1,0.3,0.15,0.3,0.9,0.2,0.11388227424743147,0.09589538438538778,1.3375239241595258,3.8422923412343724,1.1875678373607361
0.3,0.4,0.1,2,0.3,0.15,0.3,0.9,0.2,0.0995780320077928,0.0781998605912197,1.422282749580007,3.269887979168509,1.2733786384649062
0.3,0.4,0.15,1,0.3,0.15,0.3,0.9,0.2,0.11388227424743147,0.09589538438538778,1.3375239241595258,3.8422923412343724,1.1875678373607361
0.3,0.4,0.15,2,0.3,0.15,0.3,0.9,0.2,0.0995780320077928,0.0781998605912197,1.422282749580007,3.269887979168509,1.2733786384649062
0.3,0.4,0.2,1,0.3,0.15,0.3,0.9,0.2,0.11388227424743147,0.09589538438538778,1.3375239241595258,3.8422923412343724,1.1875678373607361
0.3,0.4,0.2,2,0.3,0.15,0.3,0.9,0.2,0.0995780320077928,0.0781998605912197,1.422282749580007,3.269887979168509,1.2733786384649062
0.3,0.4,0.25,1,0.3,0.15,0.3,0.9,0.2,0.11388227424743147,0.09589538438538778,1.3375239241595258,3.8422923412343724,1.1875678373607361
0.3,0.4,0.25,2,0.3,0.15,0.3,0.9,0.2,0.0995780320077928,0.0781998605912197,1.422282749580007,3.269887979168509,1.2733786384649062
0.3,0.4,0.3,1,0.3,0.15,0.3,0.9,0.2,0.11388227424743147,0.09589538438538778,1.3375239241595258,3.8422923412343724,1.1875678373607361
0.3,0.4,0.3,2,0.3,0.15,0.3,0.9,0.2,0.0995780320077928,0.0781998605912197,1.422282749580007,3.269887979168509,1.2733786384649062
0.35,0.05,0.1,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.1,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.15,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.15,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.2,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.2,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.25,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.25,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.3,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.3,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.35,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.35,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.4,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
0.35,0.05,0.4,2,0.3,0.15,0.3,0.9,0.2,0.0915065731809197,0.0982488892797015,1.1796794216963167,2.982621655484386,0.9313751417628008
0.35,0.05,0.45,1,0.3,0.15,0.3,0.9,0.2,0.11608239860405156,0.09675562764757192,1.1229284737192817,3.9380933130679265,1.1997482877882468
