日期,纳指ETF,红利ETF,红利低波ETF,沪深300ETF,黄金ETF,国债ETF
2020-08-25,0.9177409,2.1431097110378,0.6724512,4.3053251304272,4.064,118.58834748763
2020-08-26,0.9001497,2.112548431736,0.6631659,4.2526469506895,4.059,118.4696276653
2020-08-27,0.9389303,2.1133124637186,0.6621885,4.2847895688345,4.108,118.21452722062
2020-08-28,0.9589203,2.1385255191425,0.6724512,4.3901459283099,4.109,118.13407246499
2020-08-29,,,,,,
2020-08-30,,,,,,
2020-08-31,1.0110942,2.1308851993171,0.6680529,4.3517533566367,4.123,118.21747068729
2020-09-01,0.997501,2.129357135352,0.664632,4.3821102737736,4.169,118.5755924654
2020-09-02,1.0380807,2.129357135352,0.6612111,4.3785388717575,4.125,118.44019299861
2020-09-03,1.0604695,2.1255369754393,0.6582789,4.3606818616769,4.053,118.41762642081
2020-09-04,0.9687154,2.1102563357884,0.654858,4.3115750839554,4.065,118.22531993174
2020-09-05,,,,,,
2020-09-06,,,,,,
2020-09-07,0.8963516,2.1003239200153,0.6470388,4.2249685850646,4.063,117.9466717537
2020-09-08,0.9443276,2.1094923038058,0.6504597,4.2463969971613,4.066,118.1586013539
2020-09-09,0.8959518,2.0926836001899,0.640197,4.147290591214,4.068,118.26947193178
2020-09-10,0.9213391,2.078931024504,0.6377535,4.1508619932302,4.096,118.50102464311
2020-09-11,0.9053471,2.0766389285564,0.6377535,4.1830046113752,4.087,118.4313625986
2020-09-12,,,,,,
2020-09-13,,,,,,
2020-09-14,0.9303346,2.0781669925215,0.6377535,4.207111574984,4.086,118.22433877618
2020-09-15,0.9617189,2.0842792483819,0.640197,4.238361342625,4.1,118.35287015408
2020-09-16,0.9599198,2.0903915042422,0.6416631,4.2133615285122,4.088,118.40094677635
2020-09-17,0.9203396,2.0926836001899,0.6436179,4.1874688638953,4.06,118.43528722082
2020-09-18,0.9517239,2.1186606875964,0.6582789,4.2955037748828,4.078,118.43921184305
2020-09-19,,,,,,
2020-09-20,,,,,,
